idx,ID,image_path,topic,sub_topic,type_of_question,prompt,prompt_used_for_generation,ground_truth,ground_truth_num,model_answer,pred_norm,gt_norm,pred_num,correct_exact,correct_numeric,generation_error,run_mode,fallback_used,original_error_before_fallback,image_resize_applied,max_image_side,original_image_width,original_image_height,processed_image_width,processed_image_height,input_ids_shape,pixel_values_shape,num_image_crops,model,model_key,source_file,task,is_counting,is_id,gt_num_eval,pred_num_eval,gt_text_eval,pred_text_eval,raw_count_correct,raw_id_exact_correct,raw_correct,alias_id_correct,broad_category_id_correct,auto_correct_strict,auto_correct_broad,visual_broader_correct
269,red_wolf_prompt4,original_images/images/red wolf.png,Animals,animal,ID,"What animal is this? Answer in curly brackets, .e.g. {Fish}.","What animal is this? Answer in curly brackets, .e.g. {Fish}.",Red wolf,,{Wolf},wolf,red wolf,,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,617.0,448.0,269.0,"(1, 1969)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,ID,False,True,,,red wolf,wolf,False,False,False,False,False,False,False,False
270,reindeer_prompt1,original_images/images/reindeer.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4.0,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,Counting,True,False,4.0,4.0,4,4,True,False,True,False,False,True,True,True
271,reindeer_prompt4,original_images/images/reindeer.png,Animals,animal,ID,"What animal is this? Answer in curly brackets, .e.g. {Fish}.","What animal is this? Answer in curly brackets, .e.g. {Fish}.",Reindeer,,{Deer},deer,reindeer,,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1861)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,ID,False,True,,,reindeer,deer,False,False,False,False,False,False,False,False
272,rhea_prompt1,original_images/images/rhea.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2.0,2,2,2,2.0,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024.0,872.0,448.0,381.0,"(1, 1659)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,Counting,True,False,2.0,2.0,2,2,True,False,True,False,False,True,True,True
273,rhea_prompt4,original_images/images/rhea.png,Animals,animal,ID,"What animal is this? Answer in curly brackets, .e.g. {Fish}.","What animal is this? Answer in curly brackets, .e.g. {Fish}.",Rhea,,{Ostrich},ostrich,rhea,,False,False,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024.0,872.0,448.0,381.0,"(1, 1645)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,ID,False,True,,,rhea,ostrich,False,False,False,False,False,False,False,False
274,rooster_prompt1,original_images/images/rooster.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2.0,2,2,2,2.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,752.0,448.0,329.0,"(1, 1767)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,Counting,True,False,2.0,2.0,2,2,True,False,True,False,False,True,True,True
275,rooster_prompt4,original_images/images/rooster.png,Animals,animal,ID,"What animal is this? Answer in curly brackets, .e.g. {Fish}.","What animal is this? Answer in curly brackets, .e.g. {Fish}.",Rooster,,{Rooster},rooster,rooster,,True,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,752.0,448.0,329.0,"(1, 1753)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,ID,False,True,,,rooster,rooster,False,True,True,True,False,True,True,True
276,sandpiper_prompt1,original_images/images/sandpiper.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2.0,2,2,2,2.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,Counting,True,False,2.0,2.0,2,2,True,False,True,False,False,True,True,True
277,sandpiper_prompt4,original_images/images/sandpiper.png,Animals,animal,ID,"What animal is this? Answer in curly brackets, .e.g. {Fish}.","What animal is this? Answer in curly brackets, .e.g. {Fish}.",Sandpiper,,{Bird},bird,sandpiper,,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1861)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,ID,False,True,,,sandpiper,bird,False,False,False,False,True,False,True,True
278,secretary_bird_prompt1,original_images/images/secretary bird.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2.0,2,2,2,2.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,679.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,Counting,True,False,2.0,2.0,2,2,True,False,True,False,False,True,True,True
279,secretary_bird_prompt4,original_images/images/secretary bird.png,Animals,animal,ID,"What animal is this? Answer in curly brackets, .e.g. {Fish}.","What animal is this? Answer in curly brackets, .e.g. {Fish}.",Secretary bird,,{Bird},bird,secretary bird,,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,679.0,448.0,297.0,"(1, 1861)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,ID,False,True,,,secretary bird,bird,False,False,False,False,False,False,False,False
280,serval_prompt1,original_images/images/serval.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4.0,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,690.0,448.0,301.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,Counting,True,False,4.0,4.0,4,4,True,False,True,False,False,True,True,True
281,serval_prompt4,original_images/images/serval.png,Animals,animal,ID,"What animal is this? Answer in curly brackets, .e.g. {Fish}.","What animal is this? Answer in curly brackets, .e.g. {Fish}.",Serval,,{Cat},cat,serval,,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,690.0,448.0,301.0,"(1, 1861)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,ID,False,True,,,serval,cat,False,False,False,False,False,False,False,False
282,sheep_prompt1,original_images/images/sheep.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4.0,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,616.0,448.0,269.0,"(1, 1983)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,Counting,True,False,4.0,4.0,4,4,True,False,True,False,False,True,True,True
283,sheep_prompt4,original_images/images/sheep.png,Animals,animal,ID,"What animal is this? Answer in curly brackets, .e.g. {Fish}.","What animal is this? Answer in curly brackets, .e.g. {Fish}.",Sheep,,{Sheep},sheep,sheep,,True,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,616.0,448.0,269.0,"(1, 1969)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,ID,False,True,,,sheep,sheep,False,True,True,True,False,True,True,True
284,spoonbill_prompt1,original_images/images/spoonbill.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2.0,2,2,2,2.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,Counting,True,False,2.0,2.0,2,2,True,False,True,False,False,True,True,True
285,spoonbill_prompt4,original_images/images/spoonbill.png,Animals,animal,ID,"What animal is this? Answer in curly brackets, .e.g. {Fish}.","What animal is this? Answer in curly brackets, .e.g. {Fish}.",Spoonbill,,{Bird},bird,spoonbill,,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1861)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,ID,False,True,,,spoonbill,bird,False,False,False,False,True,False,True,True
286,springbok_prompt1,original_images/images/springbok.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4.0,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,Counting,True,False,4.0,4.0,4,4,True,False,True,False,False,True,True,True
287,springbok_prompt4,original_images/images/springbok.png,Animals,animal,ID,"What animal is this? Answer in curly brackets, .e.g. {Fish}.","What animal is this? Answer in curly brackets, .e.g. {Fish}.",Springbok,,{Gazelle},gazelle,springbok,,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1861)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,ID,False,True,,,springbok,gazelle,False,False,False,False,True,False,True,True
288,stilt_prompt1,original_images/images/stilt.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2.0,2,2,2,2.0,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024.0,789.0,448.0,345.0,"(1, 1767)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,Counting,True,False,2.0,2.0,2,2,True,False,True,False,False,True,True,True
289,stilt_prompt4,original_images/images/stilt.png,Animals,animal,ID,"What animal is this? Answer in curly brackets, .e.g. {Fish}.","What animal is this? Answer in curly brackets, .e.g. {Fish}.",Stilt,,{Bird},bird,stilt,,False,False,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024.0,789.0,448.0,345.0,"(1, 1753)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,ID,False,True,,,stilt,bird,False,False,False,False,True,False,True,True
290,stork_prompt1,original_images/images/stork.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2.0,2,2,2,2.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,722.0,448.0,315.0,"(1, 1821)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,Counting,True,False,2.0,2.0,2,2,True,False,True,False,False,True,True,True
291,stork_prompt4,original_images/images/stork.png,Animals,animal,ID,"What animal is this? Answer in curly brackets, .e.g. {Fish}.","What animal is this? Answer in curly brackets, .e.g. {Fish}.",Stork,,{Bird},bird,stork,,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,722.0,448.0,315.0,"(1, 1807)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,ID,False,True,,,stork,bird,False,False,False,False,True,False,True,True
292,swan_prompt1,original_images/images/swan.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2.0,2,2,2,2.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,Counting,True,False,2.0,2.0,2,2,True,False,True,False,False,True,True,True
293,swan_prompt4,original_images/images/swan.png,Animals,animal,ID,"What animal is this? Answer in curly brackets, .e.g. {Fish}.","What animal is this? Answer in curly brackets, .e.g. {Fish}.",Swan,,{Swan},swan,swan,,True,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,680.0,448.0,297.0,"(1, 1861)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,ID,False,True,,,swan,swan,False,True,True,True,False,True,True,True
294,tiger_prompt1,original_images/images/tiger.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4.0,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,572.0,448.0,250.0,"(1, 2091)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,Counting,True,False,4.0,4.0,4,4,True,False,True,False,False,True,True,True
295,tiger_prompt4,original_images/images/tiger.png,Animals,animal,ID,"What animal is this? Answer in curly brackets, .e.g. {Fish}.","What animal is this? Answer in curly brackets, .e.g. {Fish}.",Tiger,,{Tiger},tiger,tiger,,True,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,572.0,448.0,250.0,"(1, 2077)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,ID,False,True,,,tiger,tiger,False,True,True,True,False,True,True,True
296,turkey_prompt1,original_images/images/turkey.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2.0,2,2,2,2.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,641.0,448.0,280.0,"(1, 1983)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,Counting,True,False,2.0,2.0,2,2,True,False,True,False,False,True,True,True
297,turkey_prompt4,original_images/images/turkey.png,Animals,animal,ID,"What animal is this? Answer in curly brackets, .e.g. {Fish}.","What animal is this? Answer in curly brackets, .e.g. {Fish}.",Turkey,,{Turkey},turkey,turkey,,True,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,641.0,448.0,280.0,"(1, 1969)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,ID,False,True,,,turkey,turkey,False,True,True,True,False,True,True,True
298,warthog_prompt1,original_images/images/warthog.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4.0,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,706.0,448.0,308.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,Counting,True,False,4.0,4.0,4,4,True,False,True,False,False,True,True,True
299,warthog_prompt4,original_images/images/warthog.png,Animals,animal,ID,"What animal is this? Answer in curly brackets, .e.g. {Fish}.","What animal is this? Answer in curly brackets, .e.g. {Fish}.",Warthog,,{Pig},pig,warthog,,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,706.0,448.0,308.0,"(1, 1861)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,ID,False,True,,,warthog,pig,False,False,False,False,False,False,False,False
300,water_buffalo_prompt1,original_images/images/water buffalo.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4.0,4,4,4,4.0,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024.0,681.0,448.0,297.0,"(1, 1875)","(1, 3, 3, 384, 384)",3.0,LLaVA-OV-7B,llava,llava_original_model_outputs.csv,Counting,True,False,4.0,4.0,4,4,True,False,True,False,False,True,True,True
